Date;Highprice;Lowprice;Closingprice;Gennemsnitligepris;Totalvolume;Omsætning
24-09-2014;766,13;758,52;760,19;;1;3.243.191.856
23-09-2014;772,24;761,7;762,45;;1;3.477.713.529
22-09-2014;774,58;768,62;771,99;;1;3.360.131.092
19-09-2014;775,56;769,98;773;;1;5.360.621.343
18-09-2014;773,17;767,01;770,13;;1;3.654.841.105
17-09-2014;763,88;756,73;763,59;;1;3.677.577.317
16-09-2014;759,33;749,98;752,34;;1;3.445.919.560
15-09-2014;761;756,53;759,05;;1;3.381.192.965
12-09-2014;761,73;757,18;759,04;;1;3.530.012.911
11-09-2014;755,66;748,96;751,22;;1;2.893.247.480
10-09-2014;749,8;743,3;749,55;;1;3.028.084.535
09-09-2014;752,87;737,74;748,81;;1;7.327.218.840
08-09-2014;744,98;739,83;744,95;;1;2.543.225.488
05-09-2014;745,45;738,9;739,78;;1;2.611.535.994
04-09-2014;745,54;739,97;744,4;;1;2.980.750.676
03-09-2014;744,48;737,48;743,03;;1;3.437.719.368
02-09-2014;740,14;734,01;738,21;;1;3.027.660.093
01-09-2014;742,27;734,68;737,73;;1;2.193.272.709
29-08-2014;742,15;735,36;737,12;;1;4.561.493.777
28-08-2014;744,3;737,11;738,86;;1;3.047.286.295
27-08-2014;744,22;741,02;743,91;;1;2.910.781.529
26-08-2014;741,09;735,34;740,96;;1;3.467.276.567
25-08-2014;740,2;737,21;739,05;;1;1.860.450.660
22-08-2014;738,36;731,18;732,49;;1;2.939.993.129
21-08-2014;736,71;731,58;736;;1;3.868.166.298
20-08-2014;738,55;731,99;736,06;;1;4.753.221.526
19-08-2014;735,75;732,63;735,68;;1;3.845.641.631
18-08-2014;728,58;723,47;727,4;;1;2.655.984.349
15-08-2014;727,37;718,58;718,58;;1;2.957.188.462
14-08-2014;723,59;718,31;721,31;;1;3.948.683.414
13-08-2014;723,48;718,65;722,94;;1;3.330.090.076
12-08-2014;721,93;716,98;719,38;;1;3.831.578.099
11-08-2014;719,02;714,33;717,45;;1;3.160.453.749
08-08-2014;709,49;692,41;704,74;;1;4.059.685.200
07-08-2014;728,21;712,67;715,35;;1;3.185.615.080
06-08-2014;729,95;718,54;723,62;;1;3.176.339.170
05-08-2014;734,03;726,71;733,3;;1;2.778.522.404
04-08-2014;729,78;723,85;724,09;;1;2.705.597.122
01-08-2014;736,43;719,02;723,57;;1;3.394.543.262
31-07-2014;747,6;734,35;737,23;;1;3.707.410.630
30-07-2014;747,75;743,56;743,88;;1;2.318.646.659
29-07-2014;744,93;740,55;743,09;;1;1.948.153.812
28-07-2014;741,85;736,33;739,53;;1;2.209.477.885
25-07-2014;744,74;737,21;741,99;;1;2.523.549.447
24-07-2014;746,1;736,43;739,89;;1;3.332.902.614
23-07-2014;743,23;739,11;741,49;;1;3.082.186.280
22-07-2014;742,05;730,32;741,16;;1;2.380.595.628
21-07-2014;733,22;725,91;727,43;;1;2.034.904.859
18-07-2014;734,23;729,73;732,28;;1;2.180.580.594
17-07-2014;741,38;735,88;739,81;;1;2.149.201.599
16-07-2014;743,05;736,65;741,1;;1;2.366.332.708
15-07-2014;740,02;732,72;732,92;;1;2.145.964.987
14-07-2014;737,44;733,23;736,21;;1;1.918.773.368
11-07-2014;731,01;726,3;729,43;;1;2.415.614.606
10-07-2014;732,87;721,16;726,13;;1;2.854.916.887
09-07-2014;737,27;726,73;729,81;;1;3.034.035.902
08-07-2014;745,84;732,63;734,65;;1;2.967.950.998
07-07-2014;747,31;742,58;743,53;;1;1.927.703.079
04-07-2014;750,84;747,59;747,84;;1;2.215.987.807
03-07-2014;752;746,88;750,64;;1;2.946.117.744
02-07-2014;749,6;744,38;748,79;;1;3.242.674.483
01-07-2014;743,88;738,7;743,36;;1;2.720.334.108
30-06-2014;743,87;737,32;740,82;;1;3.422.682.534
27-06-2014;740,62;735,47;739,17;;1;2.426.935.760
26-06-2014;738,78;733,59;737,26;;1;2.781.833.805
25-06-2014;737,46;730,47;732,85;;1;3.173.728.208
24-06-2014;744,62;738,58;738,89;;1;2.585.800.467
23-06-2014;747,09;741,44;742,79;;1;2.278.128.682
20-06-2014;746,63;743,39;743,86;;1;3.368.829.745
19-06-2014;748,53;743,44;745,49;;1;3.150.305.768
18-06-2014;747,02;743,08;744,69;;1;3.309.228.425
17-06-2014;748,3;737,9;741,47;;1;4.910.350.585
16-06-2014;743,23;737,03;742,28;;1;3.336.650.732
13-06-2014;745,52;736,42;740,78;;1;2.980.662.950
12-06-2014;746,56;739,64;745,16;;1;3.227.608.954
11-06-2014;747,84;735,81;738,57;;1;4.117.038.519
10-06-2014;743,33;733,47;743,2;;1;4.353.944.299
06-06-2014;735,63;732,6;733,4;;1;4.473.222.599
04-06-2014;727,63;720,41;727,63;;1;3.412.664.182
03-06-2014;725,18;720,17;720,75;;1;3.356.235.095
02-06-2014;724,01;720,66;721,87;;1;4.815.882.732
28-05-2014;724,44;719,13;720,6;;1;9.892.200.632
27-05-2014;724,19;721,4;723,53;;1;3.070.959.482
26-05-2014;722,62;717,42;722,31;;1;2.235.669.374
23-05-2014;718,25;711,7;715,46;;1;9.404.239.715
22-05-2014;722,1;716,16;719,2;;1;3.673.360.647
21-05-2014;715,92;706,17;715,9;;1;4.632.713.742
20-05-2014;707,56;701,38;707,3;;1;3.867.022.563
19-05-2014;707,63;700,6;701,36;;1;3.952.774.388
15-05-2014;710,71;702,01;704,35;;1;4.241.173.835
14-05-2014;712,41;707,23;710,21;;1;4.016.200.108
13-05-2014;717,86;708,91;710,47;;1;4.478.830.321
12-05-2014;712,36;704,61;711,59;;1;3.766.409.841
09-05-2014;702,75;697,54;702,75;;1;3.936.688.081
08-05-2014;698,51;692,17;697,03;;1;3.174.715.019
07-05-2014;700,87;694,62;696,12;;1;3.830.579.754
06-05-2014;706,21;699,65;700,28;;1;2.916.829.388
05-05-2014;702,28;693,54;700,91;;1;2.602.669.786
02-05-2014;706,97;699,69;702,3;;1;3.732.018.689
01-05-2014;705,78;694,34;701,8;;1;2.730.467.179
30-04-2014;707,41;702,19;704,05;;1;3.968.244.793
29-04-2014;703,88;698,96;703,47;;1;2.671.084.830
28-04-2014;700,95;695,31;697,07;;1;2.513.870.860
25-04-2014;700,76;693,85;693,86;;1;2.279.733.818
24-04-2014;707,84;695,81;698,35;;1;2.949.570.127
23-04-2014;704,4;698,49;700,79;;1;2.550.906.191
22-04-2014;702,46;691,61;702,3;;1;3.675.565.295
16-04-2014;683;673,74;681,95;;1;3.367.818.199
15-04-2014;682,51;669,13;669,13;;1;3.475.963.123
14-04-2014;673,49;661,2;673,35;;1;4.083.661.043
11-04-2014;683,32;671,35;679,26;;1;3.970.324.683
10-04-2014;699,51;688,03;688,04;;1;3.440.820.861
09-04-2014;696,66;690,46;694,5;;1;3.407.775.798
08-04-2014;698,88;683,68;686,28;;1;4.200.369.069
07-04-2014;701,11;694,53;695,86;;1;3.117.659.007
04-04-2014;708,75;704,08;707,29;;1;3.411.938.801
03-04-2014;708,57;704,83;706,24;;1;3.704.051.069
02-04-2014;708,32;701,56;707,53;;1;4.172.079.840
01-04-2014;704,85;700,41;702,86;;1;4.207.843.626
31-03-2014;703,28;698,71;702,4;;1;4.860.042.886
28-03-2014;698,24;691,16;696,39;;1;4.239.527.107
27-03-2014;688,16;680,8;687,11;;1;3.683.987.371
26-03-2014;683,17;678,58;682,43;;1;2.801.071.230
25-03-2014;682,71;674,2;677,22;;1;3.205.885.449
24-03-2014;683,34;674,6;675,34;;1;2.832.283.508
21-03-2014;686,1;679,61;679,74;;1;5.123.450.979
20-03-2014;694,03;683,98;686,72;;1;3.638.808.840
19-03-2014;699,09;690,36;690,39;;1;3.361.003.669
18-03-2014;694,23;686,1;693,48;;1;3.313.380.209
17-03-2014;688,35;679,51;686,12;;1;3.090.325.416
14-03-2014;687,62;677,01;681,01;;1;9.599.175.379
13-03-2014;701,16;692,14;693,11;;1;2.817.188.052
12-03-2014;702,55;692,24;694,62;;1;8.296.988.733
11-03-2014;707,54;702,61;705,52;;1;3.387.363.289
10-03-2014;713,11;704,29;704,81;;1;3.457.010.913
07-03-2014;717,37;711,73;712,19;;1;3.707.646.710
06-03-2014;723,88;718,37;718,43;;1;3.992.745.319
05-03-2014;721,36;716;720,09;;1;3.471.189.839
04-03-2014;719,9;707,56;719,49;;1;4.606.159.453
03-03-2014;710,05;700,37;702,16;;1;5.401.726.698
28-02-2014;721,35;711,8;719,51;;1;4.484.856.168
27-02-2014;722,98;708,9;713,87;;1;5.667.389.999
26-02-2014;729,82;713,86;718,33;;1;4.705.620.032
25-02-2014;724,73;707,77;724,61;;1;6.093.835.948
24-02-2014;704,63;695,53;704,63;;1;3.518.693.219
21-02-2014;695,94;692,26;695,85;;1;3.387.718.807
20-02-2014;689,66;683,77;689,66;;1;4.098.813.227
19-02-2014;691,61;686,01;690,99;;1;4.094.309.381
18-02-2014;687,41;677,58;684,78;;1;3.800.121.760
17-02-2014;688,34;684,22;685,7;;1;3.042.179.080
14-02-2014;686,21;680,68;683,9;;1;3.885.673.597
13-02-2014;679,53;673,7;679,37;;1;3.656.852.133
12-02-2014;678,53;671,78;676,43;;1;3.771.443.966
11-02-2014;675,46;671,01;674,59;;1;3.725.460.833
10-02-2014;674,76;669,05;673,93;;1;3.456.906.394
07-02-2014;669,77;659,51;669,3;;1;5.262.018.038
06-02-2014;662,68;653,4;661,01;;1;5.239.162.256
05-02-2014;651,76;641,03;650,67;;1;4.763.389.452
04-02-2014;643,54;636,54;638,91;;1;4.969.198.560
03-02-2014;656,62;646,35;647,86;;1;4.426.343.208
31-01-2014;647,24;641,87;647,19;;1;4.921.752.151
30-01-2014;640,74;618,14;638,76;;1;4.699.227.082
29-01-2014;637,27;620,95;624,16;;1;4.088.945.516
28-01-2014;630,58;624,41;628,72;;1;3.424.428.425
27-01-2014;635,45;623,18;624,85;;1;5.228.173.182
24-01-2014;652,29;639;639,54;;1;4.045.943.924
23-01-2014;655,54;647,36;647,93;;1;2.928.997.135
22-01-2014;655,33;649,33;651,24;;1;2.742.494.810
21-01-2014;656,56;650,72;655,04;;1;3.062.089.854
20-01-2014;650,7;646,27;650,23;;1;2.299.153.478
17-01-2014;651,06;646,43;648,85;;1;3.337.315.849
16-01-2014;652,86;646,6;648,81;;1;3.229.933.614
15-01-2014;651,75;648,14;649,16;;1;3.963.275.514
14-01-2014;646,54;639,84;645,84;;1;3.498.803.660
13-01-2014;650,9;646,19;646,78;;1;3.476.122.062
10-01-2014;646,58;640,2;645,98;;1;3.185.272.403
09-01-2014;646,9;638,68;641,77;;1;3.479.811.972
08-01-2014;639,11;635,85;639,11;;1;4.539.320.147
07-01-2014;636,94;633,3;636,59;;1;4.426.803.482
06-01-2014;632,63;628,74;629,45;;1;2.991.373.877
03-01-2014;627,84;617,24;627,6;;1;3.198.257.847
02-01-2014;622,95;615,99;620,04;;1;3.267.022.096
30-12-2013;616,37;613,82;615,5;;1;2.015.958.786
27-12-2013;615,64;609,33;613,02;;1;1.878.719.902
23-12-2013;607,42;604,54;606,43;;1;1.713.824.089
20-12-2013;605,74;598,68;605,52;;1;3.632.795.919
19-12-2013;599,13;592,39;599,04;;1;2.830.290.535
18-12-2013;589,83;584,54;588,18;;1;2.573.511.492
17-12-2013;587,48;583,53;583,61;;1;1.722.510.052
16-12-2013;587,39;582,9;587,25;;1;2.244.728.457
13-12-2013;586,27;583,44;584,52;;1;2.164.714.874
12-12-2013;590,39;584,38;585,84;;1;2.500.368.923
11-12-2013;594,81;590,65;592,54;;1;2.418.222.944
10-12-2013;593,22;589,28;592;;1;2.384.658.874
09-12-2013;594,13;591,99;593,26;;1;2.197.440.548
06-12-2013;594,1;588,9;591,87;;1;2.103.923.462
05-12-2013;594,83;587,32;592,55;;1;2.321.210.117
04-12-2013;597,91;588,27;591,66;;1;2.796.730.019
03-12-2013;606,1;596,35;598,47;;1;3.116.615.197
02-12-2013;603,97;600,77;601,47;;1;2.297.595.043
29-11-2013;601,99;598,67;601,63;;1;2.385.935.813
28-11-2013;600,62;591,54;599,46;;1;2.834.856.503
27-11-2013;590,59;587,09;589,78;;1;2.268.630.141
26-11-2013;588,74;586,66;586,73;;1;2.911.727.282
25-11-2013;590,54;586,67;588,6;;1;1.858.349.780
22-11-2013;591,72;584,48;585,51;;1;2.428.143.245
21-11-2013;588,89;584,76;588,33;;1;1.878.789.605
20-11-2013;591,2;585,93;587,53;;1;2.291.452.674
19-11-2013;592,48;589,79;590,7;;1;2.178.276.459
18-11-2013;595,52;590,5;595,35;;1;2.557.028.291
15-11-2013;591,65;589,58;590,76;;1;8.317.764.069
14-11-2013;590,69;587,27;589,53;;1;2.638.962.648
13-11-2013;586,34;582,87;585,36;;1;3.007.432.366
12-11-2013;586,22;582,92;583,92;;1;2.917.136.120
11-11-2013;587,96;585,4;587,83;;1;2.226.114.431
08-11-2013;586,76;581,18;585,78;;1;2.589.667.100
07-11-2013;591,75;586,74;587,78;;1;3.453.693.473
06-11-2013;587,49;578,78;587,47;;1;4.925.912.193
05-11-2013;582,07;574,65;577,31;;1;2.899.149.145
04-11-2013;584,19;580,44;581,16;;1;2.581.097.242
01-11-2013;584,62;579,09;580,37;;1;3.709.497.058
31-10-2013;585,56;578,16;578,31;;1;5.557.683.023
30-10-2013;596,79;592,3;593,28;;1;2.103.202.271
29-10-2013;594,32;589,11;594,32;;1;2.303.274.083
28-10-2013;596,23;590,29;591,11;;1;2.370.563.300
25-10-2013;595,34;589,84;593,07;;1;2.893.295.275
24-10-2013;595,46;590,76;595,46;;1;2.619.925.546
23-10-2013;593,59;588,42;591,13;;1;2.571.979.870
22-10-2013;593,69;586,1;592,53;;1;2.496.730.761
21-10-2013;586,03;581,95;584,91;;1;2.100.068.847
18-10-2013;581,62;578,45;581,54;;1;2.232.041.190
17-10-2013;581,03;577,47;580,14;;1;2.442.713.010
16-10-2013;578,76;569,21;578,76;;1;2.910.532.625
15-10-2013;575,55;569,86;569,86;;1;2.089.174.631
14-10-2013;570,86;565,89;570,39;;1;1.817.709.461
11-10-2013;571,37;568,47;569,44;;1;2.663.436.429
10-10-2013;569,43;560,47;568,88;;1;2.504.431.794
09-10-2013;562,64;558,32;558,83;;1;2.718.182.808
08-10-2013;566,73;563,26;563,27;;1;2.313.132.152
07-10-2013;565,51;562,72;565,22;;1;2.010.499.023
04-10-2013;567,64;564,75;564,91;;1;2.294.848.892
03-10-2013;568,11;565,98;566,59;;1;2.544.435.825
02-10-2013;566,88;563,3;564,82;;1;2.829.838.726
01-10-2013;567,77;565,15;567,3;;1;2.409.266.849
30-09-2013;566,46;563,96;565,85;;1;2.836.116.382
27-09-2013;571,22;567,72;569,24;;1;2.789.198.926
26-09-2013;568,98;565,66;567,53;;1;2.545.255.515
25-09-2013;569,99;565,42;565,81;;1;2.788.004.138
24-09-2013;571,64;568,75;570,46;;1;2.264.797.180
23-09-2013;577,17;569,24;569,64;;1;1.787.086.068
20-09-2013;578,27;573,53;577,47;;1;2.784.630.264
19-09-2013;577,47;573,8;576,84;;1;3.252.740.490
18-09-2013;570,52;566,18;568,9;;1;2.505.438.218
17-09-2013;568,31;565,24;568,3;;1;1.918.233.280
16-09-2013;570,83;567,16;569,3;;1;2.282.055.140
13-09-2013;565,64;562,21;563,42;;1;2.956.456.505
12-09-2013;569,31;564,69;565,25;;1;2.398.276.859
11-09-2013;566,82;562,76;565,61;;1;2.380.311.592
10-09-2013;566,04;559,45;566,04;;1;3.211.445.359
09-09-2013;557,16;552,68;556,42;;1;2.477.144.385
06-09-2013;555,04;551,66;552,83;;1;2.693.352.453
05-09-2013;555,95;551,57;554,64;;1;2.788.793.623
04-09-2013;559,37;551,26;554,34;;1;2.351.328.469
03-09-2013;557,04;549,89;555,54;;1;2.511.261.084
02-09-2013;560,92;554,67;560,92;;1;1.560.020.141
30-08-2013;559;549,14;551,76;;1;3.139.899.567
29-08-2013;558,3;554,29;557,26;;1;2.067.217.092
28-08-2013;556,81;553,24;553,99;;1;2.555.847.152
27-08-2013;565,51;556,29;557,54;;1;2.793.732.815
26-08-2013;568,59;564,79;565,85;;1;1.599.643.677
23-08-2013;568,13;564,11;565,49;;1;2.810.527.156
22-08-2013;568,04;564,21;566,51;;1;2.630.394.362
21-08-2013;571,45;565,34;565,34;;1;3.207.619.442
20-08-2013;568,06;563,39;567,59;;1;3.005.019.966
19-08-2013;571,16;568,41;570,37;;1;3.008.900.783
16-08-2013;570,25;565,35;570,25;;1;3.802.958.176
15-08-2013;566,82;561;563,44;;1;2.187.819.226
14-08-2013;569,45;565,72;566,7;;1;2.511.697.365
13-08-2013;568,07;562,7;568,07;;1;2.942.309.181
12-08-2013;563,42;559,39;562,73;;1;1.860.028.075
09-08-2013;560,78;556,11;560,43;;1;2.554.489.865
08-08-2013;564,61;555,74;557,15;;1;3.176.852.808
07-08-2013;557,14;553,2;554,36;;1;3.065.221.079
06-08-2013;564,6;557,72;557,78;;1;2.450.863.240
05-08-2013;565,27;562,2;563,99;;1;1.842.438.476
02-08-2013;565,86;558,5;560,58;;1;2.663.833.141
01-08-2013;560,72;549,96;560,72;;1;3.285.589.073
31-07-2013;548,26;544,99;546,92;;1;2.222.718.075
30-07-2013;548,29;544,87;547,16;;1;1.992.932.316
29-07-2013;546,96;542,37;545,09;;1;1.598.638.818
26-07-2013;547,01;542,84;542,87;;1;1.730.861.428
25-07-2013;548,38;540,79;543,88;;1;2.072.088.942
24-07-2013;549,76;542,4;546,81;;1;2.232.160.369
23-07-2013;543,14;538,3;541,48;;1;1.626.755.327
22-07-2013;539,97;536,51;537,53;;1;1.373.188.824
19-07-2013;541,32;537,89;538,7;;1;1.621.014.561
18-07-2013;541,74;536,15;540,9;;1;1.824.532.836
17-07-2013;540,12;531,3;540,1;;1;2.022.597.244
16-07-2013;541,06;534;534,06;;1;1.746.043.219
15-07-2013;543,85;538,32;539,11;;1;1.395.694.247
12-07-2013;543,06;539,28;540,62;;1;1.838.437.174
11-07-2013;542,32;538,04;539,95;;1;2.246.167.103
10-07-2013;537,57;528,99;537,47;;1;2.199.747.793
09-07-2013;536,1;531,28;531,69;;1;2.209.209.868
08-07-2013;533,92;528,62;533,01;;1;1.797.083.151
05-07-2013;532,99;525,62;526,64;;1;2.218.654.108
04-07-2013;527,08;518,38;525,76;;1;2.009.644.547
03-07-2013;517,85;512,59;516,22;;1;2.123.024.046
02-07-2013;520,03;516,81;519,71;;1;2.200.498.061
01-07-2013;518,97;513,86;518,97;;1;1.838.575.652
28-06-2013;520,67;508;512,03;;1;2.620.419.538
27-06-2013;519,21;511,66;518,67;;1;2.290.709.056
26-06-2013;511,99;500,87;510,8;;1;2.314.620.896
25-06-2013;505,2;496,38;503,1;;1;2.493.040.056
24-06-2013;503,98;492,99;493,9;;1;2.754.543.560
21-06-2013;511,19;504,22;504,57;;1;2.389.466.397
20-06-2013;513,81;506,66;506,66;;1;2.695.095.258
19-06-2013;520,58;513,41;515,64;;1;2.948.331.251
18-06-2013;523,45;516,49;521,25;;1;3.135.360.160
17-06-2013;526,94;520,77;522,11;;1;2.040.175.076
14-06-2013;531,63;526,77;526,84;;1;1.912.667.538
13-06-2013;526,14;519,83;526,14;;1;2.380.126.684
12-06-2013;532,22;525,54;527,27;;1;2.309.827.063
11-06-2013;529,33;525,24;525,28;;1;3.068.603.046
10-06-2013;529,57;521,92;528,78;;1;2.577.566.153
07-06-2013;528,16;518,37;526,31;;1;3.137.493.951
06-06-2013;536,36;527,14;527,67;;1;2.999.904.572
04-06-2013;538,32;534,68;537,26;;1;2.423.405.855
03-06-2013;538,57;531,58;533,48;;1;2.643.596.999
31-05-2013;545,9;535,2;535,37;;1;3.836.914.126
30-05-2013;545,98;542,22;543,91;;1;2.814.710.913
29-05-2013;552,06;542,87;542,9;;1;2.695.823.805
28-05-2013;555,6;549,04;552,21;;1;3.438.877.947
27-05-2013;547,95;545,51;547,07;;1;1.313.631.318
24-05-2013;550,35;542,36;544,48;;1;2.855.873.425
23-05-2013;549,74;543,23;543,23;;1;2.667.650.491
22-05-2013;554,68;551,68;553,85;;1;4.994.390.413
21-05-2013;552,58;548,92;551,95;;1;2.549.238.524
17-05-2013;553,61;550,25;551,23;;1;2.926.998.562
16-05-2013;558,15;550,09;552,34;;1;2.553.100.100
15-05-2013;559,07;555,72;556,79;;1;2.662.575.946
14-05-2013;555,69;551,24;555,69;;1;2.914.243.792
13-05-2013;551,97;547,09;550,66;;1;3.283.005.952
08-05-2013;546,34;541,72;546,03;;1;3.160.698.725
07-05-2013;547,87;541,58;542,22;;1;2.711.391.106
06-05-2013;541,94;538,91;541,94;;1;1.385.034.592
03-05-2013;541,24;537,17;538,96;;1;2.647.127.365
02-05-2013;539,59;532,28;538,01;;1;3.237.071.979
01-05-2013;541,71;536,66;536,69;;1;1.294.365.392
30-04-2013;542,64;538,31;539,28;;1;2.761.379.528
29-04-2013;541,13;537,97;538,93;;1;2.770.462.163
25-04-2013;539,61;535,05;537,94;;1;2.300.035.895
24-04-2013;538,22;529,68;536,14;;1;3.127.697.204
23-04-2013;530,56;523,14;530,56;;1;2.512.490.095
22-04-2013;529,75;524,16;524,65;;1;1.989.281.364
19-04-2013;528,99;523,16;524,88;;1;2.242.735.872
18-04-2013;527,9;522,63;523,21;;1;2.419.829.430
17-04-2013;533,66;524,52;524,52;;1;2.759.777.789
16-04-2013;536,97;530,69;530,71;;1;2.219.920.823
15-04-2013;537,6;532,33;534,42;;1;1.869.119.719
12-04-2013;540,31;535,48;535,48;;1;2.321.520.937
11-04-2013;543,13;537,3;541,45;;1;2.702.872.355
10-04-2013;537,44;532,59;537,44;;1;2.852.297.122
09-04-2013;535,96;530,01;532,32;;1;1.974.502.338
08-04-2013;533,17;529,59;532,91;;1;1.832.133.179
05-04-2013;536,89;526,45;527,08;;1;2.569.658.056
04-04-2013;544,22;534,88;535,6;;1;2.442.115.250
03-04-2013;547,17;540,45;543,5;;1;2.251.922.202
02-04-2013;541,9;535,39;540,62;;1;2.952.360.959
27-03-2013;541,4;531,78;534,47;;1;2.682.893.459
26-03-2013;538,78;534,46;538,77;;1;2.177.131.459
25-03-2013;541,27;534,86;536,21;;1;2.556.284.720
22-03-2013;536,04;530,12;534,24;;1;2.710.088.223
21-03-2013;541,18;535,54;537,06;;1;2.690.350.476
20-03-2013;547,5;541,81;541,85;;1;2.595.414.331
19-03-2013;547,74;542,03;544,66;;1;2.200.476.749
18-03-2013;550,05;541,05;543,7;;1;3.257.860.869
15-03-2013;556,95;553,52;554,75;;1;3.594.375.942
14-03-2013;559,25;552,27;554,81;;1;2.518.234.982
13-03-2013;556,3;553,06;555,82;;1;1.759.888.654
12-03-2013;556,66;553,55;554,46;;1;1.892.021.642
11-03-2013;556,32;553,96;554,94;;1;1.719.452.329
08-03-2013;555,02;551,64;552,76;;1;2.527.630.400
07-03-2013;560,02;551,25;552,03;;1;2.954.997.203
06-03-2013;562,7;557,61;557,76;;1;3.542.439.165
05-03-2013;564,61;557,56;562,55;;1;3.014.767.728
04-03-2013;556,65;547,75;556,56;;1;2.277.819.882
01-03-2013;551,58;547;549,11;;1;2.246.716.498
28-02-2013;547,66;544,74;546,55;;1;3.019.044.386
27-02-2013;544,87;540,46;543,04;;1;2.378.915.019
26-02-2013;544,91;536,32;544,78;;1;3.328.179.346
25-02-2013;546,08;542,26;543,41;;1;2.357.099.432
22-02-2013;541,82;534,85;539,49;;1;2.694.631.861
21-02-2013;542,02;534,95;536,13;;1;2.878.647.493
20-02-2013;540,39;533,68;540,3;;1;2.643.706.289
19-02-2013;534,28;528,71;534,17;;1;2.395.776.913
18-02-2013;529,56;527,03;528,85;;1;1.981.370.686
15-02-2013;532,2;529,32;531,89;;1;2.229.725.786
14-02-2013;532,96;527,55;531,54;;1;2.988.058.184
13-02-2013;527,39;523,28;527,35;;1;3.466.094.826
12-02-2013;523,96;520,66;522,44;;1;3.511.079.516
11-02-2013;526,35;511,09;520,37;;1;5.959.285.655
08-02-2013;556,93;554,08;556,88;;1;3.021.297.087
07-02-2013;562,26;552,9;553,46;;1;2.908.213.849
06-02-2013;559,63;549,57;551,7;;1;3.107.530.350
05-02-2013;553,56;545,54;552,39;;1;2.768.128.390
04-02-2013;554,7;546,61;547,74;;1;2.581.699.543
01-02-2013;549,26;536,5;547,66;;1;2.709.096.173
31-01-2013;546,31;535,73;535,73;;1;3.328.252.722
30-01-2013;542,59;537,69;541,05;;1;2.411.992.388
29-01-2013;540,25;537,74;539,49;;1;1.775.603.705
28-01-2013;543,11;537,68;539,03;;1;2.179.135.626
25-01-2013;542,27;536,76;541,83;;1;1.904.730.310
24-01-2013;537,92;534,2;536,63;;1;2.041.212.561
23-01-2013;539,19;533,48;537,92;;1;2.349.517.205
22-01-2013;538,18;533,68;535,31;;1;2.149.783.177
21-01-2013;535,4;530,08;534,77;;1;1.938.741.834
18-01-2013;534,46;530,17;530,26;;1;1.963.496.390
17-01-2013;531,46;527,87;531,43;;1;2.092.240.784
16-01-2013;529,44;523,07;529,22;;1;2.174.680.785
15-01-2013;526,98;520,51;526,43;;1;1.987.208.309
14-01-2013;524,6;522,04;522,1;;1;1.983.185.101
11-01-2013;524,79;521,13;523,48;;1;2.496.744.537
10-01-2013;523,29;520,39;522,47;;1;2.813.678.876
09-01-2013;521,07;516,24;521,07;;1;2.068.225.333
08-01-2013;518,16;513,45;517,98;;1;2.377.118.515
07-01-2013;515,03;512,18;513,85;;1;2.050.140.005
04-01-2013;513,09;508,84;513,09;;1;1.916.593.934
03-01-2013;508,66;505,97;508,41;;1;1.950.726.786
02-01-2013;506,82;500,69;506,42;;1;2.091.203.596
28-12-2012;498,34;495,75;496,16;;1;964.006.093
27-12-2012;499,24;497,36;497,93;;1;922.925.811
21-12-2012;497,16;493,7;496,97;;1;2.076.011.087
20-12-2012;495,77;492,11;495,72;;1;2.218.625.826
19-12-2012;494,16;492,68;493,74;;1;2.662.511.249
18-12-2012;495,81;492,18;492,4;;1;2.659.858.455
17-12-2012;499,05;493,15;493,23;;1;1.692.303.559
14-12-2012;502,11;498,11;498,76;;1;1.909.283.771
13-12-2012;501,68;497,77;497,77;;1;1.441.495.587
12-12-2012;503,28;498,78;500,84;;1;1.632.270.944
11-12-2012;502,97;499,46;502,48;;1;1.785.374.315
10-12-2012;499,45;496,93;499,44;;1;1.575.613.772
07-12-2012;498,88;496,32;498,57;;1;1.543.518.529
06-12-2012;498,46;495,54;497,07;;1;1.634.644.927
05-12-2012;496,11;492,97;494,23;;1;1.675.448.073
04-12-2012;495,38;491,52;492,97;;1;1.539.774.881
03-12-2012;494,87;490,21;493,98;;1;1.467.120.065
30-11-2012;492,84;488,44;490,93;;1;2.050.500.372
29-11-2012;492,07;487,77;490,77;;1;1.583.512.043
28-11-2012;488,6;484,52;486,44;;1;1.354.435.263
27-11-2012;489,93;487,58;488,88;;1;2.094.078.067
26-11-2012;489,44;485,18;487,22;;1;1.737.857.993
23-11-2012;490,32;486,58;490,27;;1;1.448.883.938
22-11-2012;488,1;483,49;488,1;;1;1.102.771.944
21-11-2012;486,06;481,61;483,11;;1;1.650.675.536
20-11-2012;482,17;477,14;482,16;;1;1.895.603.291
19-11-2012;479,89;477,62;478,52;;1;1.370.326.698
16-11-2012;479,23;474,61;475,7;;1;2.105.186.165
15-11-2012;483,25;476,14;477,23;;1;1.810.130.864
14-11-2012;487,1;484,29;484,61;;1;1.678.092.855
13-11-2012;486,47;484,23;485,54;;1;2.226.188.898
12-11-2012;490,56;487,12;487,12;;1;1.826.035.753
09-11-2012;496,58;486,26;489,75;;1;4.437.279.410
08-11-2012;477,06;471,18;473,69;;1;2.884.546.301
07-11-2012;483,46;472,58;476,61;;1;3.839.723.044
06-11-2012;494,6;473,64;473,8;;1;4.415.341.537
